Time_stamp,Left_eye_diameter,Right_eye_diameter
7903965491,nan,nan
7903973824,nan,nan
7903982158,nan,nan
7903990491,nan,nan
7903998824,nan,nan
7904007158,nan,nan
7904015490,nan,nan
7904023824,nan,nan
7904032157,nan,nan
7904040559,nan,nan
7904048962,4.311309814453125,4.468597412109375
7904057295,4.285400390625,4.4524078369140625
7904065628,4.3075714111328125,4.4410400390625
7904073961,nan,nan
7904082297,nan,nan
7904090630,nan,nan
7904098963,nan,nan
7904107296,nan,nan
7904115630,nan,nan
7904123963,nan,nan
7904132297,4.2772369384765625,4.3898773193359375
7904140630,4.251708984375,4.37261962890625
7904148962,4.290557861328125,4.3713836669921875
7904157296,4.2456512451171875,4.3614959716796875
7904165629,4.2880401611328125,4.3535308837890625
7904173971,4.2889556884765625,4.3676300048828125
7904182304,4.2787322998046875,4.338592529296875
7904190638,4.2810211181640625,4.335113525390625
7904198971,4.3033294677734375,4.324737548828125
7904207308,4.278350830078125,4.329345703125
7904215640,4.2665557861328125,4.329193115234375
7904223973,4.3062896728515625,4.3326263427734375
7904232306,4.305572509765625,4.32562255859375
7904240640,4.3028411865234375,4.326141357421875
7904248973,4.317626953125,4.3269195556640625
7904257306,4.2811737060546875,4.3311920166015625
7904265639,4.304412841796875,4.33782958984375
7904273972,4.3055267333984375,4.3383331298828125
7904282304,4.3569793701171875,4.3451385498046875
7904290637,4.3471221923828125,4.342132568359375
7904298971,4.345458984375,4.3647003173828125
7904307304,4.3402252197265625,4.3706512451171875
7904315637,4.3102874755859375,4.3654327392578125
7904323971,4.3134765625,4.3944091796875
7904332306,4.360687255859375,4.3899993896484375
7904340640,4.3549346923828125,4.390869140625
7904348972,4.3456573486328125,4.3992919921875
7904357306,4.3607177734375,4.403594970703125
7904365640,4.3602142333984375,4.409149169921875
7904373972,4.35552978515625,4.424285888671875
7904382304,4.363067626953125,4.4089202880859375
7904390639,4.371856689453125,4.4349365234375
7904398970,4.378631591796875,4.4426116943359375
7904407304,4.3978118896484375,4.4521484375
7904415637,4.396270751953125,4.4448089599609375
7904423970,4.415374755859375,4.4669952392578125
7904432304,4.404754638671875,4.4590606689453125
7904440637,4.4072113037109375,4.47735595703125
7904448970,4.4404449462890625,4.4693756103515625
7904457304,4.432891845703125,4.487274169921875
7904465642,4.442657470703125,4.4925994873046875
7904473975,4.446533203125,4.4903717041015625
7904482309,4.418060302734375,4.498260498046875
7904490642,4.4466400146484375,4.5091400146484375
7904498974,4.476226806640625,4.513397216796875
7904507308,4.4967498779296875,4.5161590576171875
7904515642,4.46343994140625,4.522308349609375
7904523974,4.45062255859375,4.537445068359375
7904532308,4.4347686767578125,4.5088348388671875
7904540641,4.4605712890625,4.5326385498046875
7904548974,4.479278564453125,4.5212554931640625
7904557308,4.4499969482421875,4.51654052734375
7904565641,4.4548187255859375,4.521148681640625
7904573974,4.4832611083984375,4.514556884765625
7904582308,4.4647216796875,4.51507568359375
7904590641,4.45758056640625,4.522186279296875
7904598979,4.4757232666015625,4.528289794921875
7904607313,4.4483795166015625,4.5231475830078125
7904615646,4.519287109375,4.521942138671875
7904623979,4.4400482177734375,4.53070068359375
7904632313,4.4787750244140625,4.5246734619140625
7904640646,4.456024169921875,4.5255126953125
7904648979,4.4853668212890625,4.555389404296875
7904657313,4.50616455078125,4.5290679931640625
7904665646,4.5050048828125,4.5413055419921875
7904673979,4.4998626708984375,4.5474395751953125
7904682313,4.51312255859375,4.5478363037109375
7904690646,4.517608642578125,4.5372161865234375
7904698979,4.5414276123046875,4.55133056640625
7904707312,4.5300750732421875,4.533447265625
7904715646,4.515289306640625,4.5519866943359375
7904723981,4.518402099609375,4.5508270263671875
7904732314,4.574615478515625,4.5552215576171875
7904740648,4.4261016845703125,4.584014892578125
7904748981,4.524749755859375,4.577880859375
7904757314,4.55291748046875,4.5482025146484375
7904765648,4.52252197265625,4.55706787109375
7904773981,4.5404052734375,4.5669403076171875
7904782314,4.502349853515625,4.5313262939453125
7904790648,4.510772705078125,4.548583984375
7904798981,4.5416412353515625,4.538299560546875
7904807314,4.5183563232421875,4.5232391357421875
7904815648,4.5311126708984375,4.4897918701171875
7904823981,4.497161865234375,4.5014190673828125
7904832314,4.5197906494140625,4.4991455078125
7904840648,4.517974853515625,4.498687744140625
7904848981,4.471832275390625,4.4776611328125
7904857316,4.4919586181640625,4.4693603515625
7904865650,4.493072509765625,4.4621124267578125
7904873983,4.48272705078125,4.471221923828125
7904882316,4.50335693359375,4.4537811279296875
7904890650,4.49542236328125,4.4432373046875
7904898983,4.484375,4.4580230712890625
7904907316,4.48455810546875,4.45159912109375
7904915650,4.48211669921875,4.4252471923828125
7904923983,4.4801483154296875,4.411163330078125
7904932316,4.4355010986328125,4.4445037841796875
7904940650,4.45843505859375,4.42877197265625
7904948983,4.42266845703125,4.4419403076171875
7904957316,4.41119384765625,4.427093505859375
7904965650,4.4452972412109375,4.403228759765625
7904973983,4.436492919921875,4.3931732177734375
7904982316,4.4332275390625,4.42120361328125
7904990652,4.4481201171875,4.4065704345703125
7904998985,4.421142578125,4.394134521484375
7905007318,4.441436767578125,4.40509033203125
7905015652,4.4052886962890625,4.404144287109375
7905023985,4.4062957763671875,4.39794921875
7905032318,4.3858795166015625,4.3920440673828125
7905040652,4.39495849609375,4.3989105224609375
7905048985,4.4246673583984375,4.3898773193359375
7905057318,4.4019775390625,4.3736572265625
7905065652,4.412200927734375,4.406005859375
7905073985,4.4035797119140625,4.3858642578125
7905082318,4.4141693115234375,4.3819427490234375
7905090652,4.412445068359375,4.3867645263671875
7905098985,4.39788818359375,4.3720245361328125
7905107319,4.362396240234375,4.4059600830078125
7905115653,4.4083251953125,4.3955230712890625
7905123993,4.376129150390625,4.3877716064453125
7905132326,4.4257354736328125,4.3865203857421875
7905140659,4.393768310546875,4.3978118896484375
7905148993,4.3753204345703125,4.400238037109375
7905157326,4.3799591064453125,4.40753173828125
7905165660,4.4305419921875,4.3845977783203125
7905173993,4.3901824951171875,4.4044189453125
7905182325,4.3881988525390625,4.399444580078125
7905190660,4.3914642333984375,4.40509033203125
7905198993,4.4005279541015625,4.4349365234375
7905207326,4.4035186767578125,4.4431304931640625
7905215659,4.321319580078125,4.43060302734375
7905223993,4.3054351806640625,4.422760009765625
7905232326,4.3663330078125,4.4496917724609375
7905240659,4.3588714599609375,4.45025634765625
7905248994,4.3655853271484375,4.4416351318359375
7905257327,4.3704071044921875,4.4499053955078125
7905265660,4.3714141845703125,4.4547119140625
7905273994,4.3509979248046875,4.4436187744140625
7905282327,4.367706298828125,4.460693359375
7905290660,4.389556884765625,4.437164306640625
7905298994,4.3892669677734375,4.4697723388671875
7905307327,4.396820068359375,4.4689483642578125
7905315660,4.3708648681640625,4.4695892333984375
7905323994,4.3749847412109375,4.4619140625
7905332327,4.4091949462890625,4.486114501953125
7905340660,4.375885009765625,4.479248046875
7905348994,4.3886871337890625,4.46722412109375
7905357327,4.3821258544921875,4.4624786376953125
7905365660,4.388153076171875,4.475311279296875
7905373994,4.3861083984375,4.483551025390625
7905382331,4.367706298828125,4.475372314453125
7905390664,4.3977813720703125,4.4854583740234375
7905398998,4.383087158203125,4.4862823486328125
7905407331,4.37847900390625,4.4775848388671875
7905415664,4.389251708984375,4.4986419677734375
7905423998,4.3909912109375,4.4776153564453125
7905432331,4.3641815185546875,4.4759979248046875
7905440664,4.371337890625,4.4857330322265625
7905448998,4.377777099609375,4.4827880859375
7905457331,4.324188232421875,4.4809112548828125
7905465664,4.3612060546875,4.479736328125
7905473998,4.372039794921875,4.483428955078125
7905482331,4.3835601806640625,4.4794158935546875
7905490664,4.3683319091796875,4.4692230224609375
7905498998,4.3762054443359375,4.4922332763671875
7905507331,4.3539581298828125,4.494873046875
7905515666,4.4229736328125,4.503326416015625
7905524000,4.397918701171875,4.477813720703125
7905532333,4.4364471435546875,4.479522705078125
7905540666,4.388458251953125,4.5160369873046875
7905549000,4.4243927001953125,4.4938201904296875
7905557333,4.3978118896484375,4.5120391845703125
7905565666,4.396820068359375,4.5091094970703125
7905574000,4.3878173828125,4.5035247802734375
7905582333,4.40899658203125,4.4901885986328125
7905590666,4.395721435546875,4.4831390380859375
7905599000,4.4141998291015625,4.4874725341796875
7905607333,4.3796539306640625,4.4822540283203125
7905615666,4.4165802001953125,4.47869873046875
7905624000,4.39117431640625,4.484619140625
7905632333,4.4551544189453125,4.517333984375
7905640666,4.44476318359375,4.475738525390625
7905649006,4.426300048828125,4.4906005859375
7905657339,nan,4.50177001953125
7905665672,4.4527130126953125,4.502044677734375
7905674006,4.432373046875,4.505859375
7905682339,4.4348602294921875,4.509918212890625
7905690672,4.4526824951171875,4.4998779296875
7905699006,4.4638214111328125,4.5140380859375
7905707339,4.4921722412109375,4.4932708740234375
7905715672,4.4953765869140625,4.5046234130859375
7905724006,4.4972991943359375,4.506927490234375
7905732339,4.5122222900390625,4.5294036865234375
7905740672,4.49664306640625,4.5513763427734375
7905749005,4.549285888671875,4.5337982177734375
7905757339,4.524749755859375,4.55609130859375
7905765672,4.5422515869140625,4.5325469970703125
7905774004,4.51263427734375,4.5381622314453125
7905782337,4.553131103515625,4.5475311279296875
7905790670,4.570648193359375,4.5671234130859375
7905799003,4.5554656982421875,4.5666046142578125
7905807337,4.5785064697265625,4.5419769287109375
7905815670,nan,4.5729217529296875
7905824003,4.5765838623046875,4.554443359375
7905832337,4.5691070556640625,4.569488525390625
7905840670,4.572906494140625,4.5957489013671875
7905849003,4.544097900390625,4.58099365234375
7905857337,4.57440185546875,4.57489013671875
7905865672,4.5783233642578125,4.5872650146484375
7905874005,4.6029815673828125,4.6075897216796875
7905882339,4.5896453857421875,4.594573974609375
7905890672,4.5789642333984375,4.601654052734375
7905899005,4.59735107421875,4.6210174560546875
7905907348,4.5930633544921875,4.596221923828125
7905915681,4.5751495361328125,4.619140625
7905924014,4.619537353515625,4.635772705078125
7905932348,4.5954132080078125,4.6191253662109375
7905940681,4.5873870849609375,4.623016357421875
7905949014,4.626312255859375,4.6432342529296875
7905957348,4.6198883056640625,4.6295623779296875
7905965681,4.64434814453125,4.6353912353515625
7905974014,4.6321563720703125,4.62481689453125
7905982348,4.623870849609375,4.655181884765625
7905990681,4.65191650390625,4.6462249755859375
7905999014,4.6533050537109375,4.664031982421875
7906007348,4.6167449951171875,4.6605072021484375
7906015681,4.64959716796875,4.661163330078125
7906024014,4.617706298828125,4.6561737060546875
7906032348,4.6063690185546875,4.6528472900390625
7906040683,4.6613616943359375,4.6722412109375
7906049016,4.5931396484375,4.6481475830078125
7906057350,4.6335906982421875,4.68084716796875
7906065683,4.6168975830078125,4.6639251708984375
7906074016,4.605804443359375,4.650848388671875
7906082350,4.6155548095703125,4.6484222412109375
7906090683,4.624908447265625,4.6768951416015625
7906099016,4.666961669921875,4.65362548828125
7906107350,4.6463775634765625,4.6713409423828125
7906115683,4.628204345703125,4.666046142578125
7906124016,4.584808349609375,4.655487060546875
7906132350,4.6243438720703125,4.667755126953125
7906140683,4.629547119140625,4.6652374267578125
7906149016,4.6304779052734375,4.6471710205078125
7906157350,4.621734619140625,4.6450347900390625
7906165688,4.5988616943359375,4.6715850830078125
7906174022,4.63104248046875,4.649871826171875
7906182355,4.524322509765625,4.63494873046875
7906190688,4.616058349609375,4.636688232421875
7906199021,4.614166259765625,4.63226318359375
7906207355,4.6112060546875,4.63043212890625
7906215688,4.613800048828125,4.6274261474609375
7906224022,4.6038360595703125,4.6443939208984375
7906232355,4.5940093994140625,4.6186676025390625
7906240688,4.5990753173828125,4.6119842529296875
7906249022,4.559417724609375,4.6110992431640625
7906257355,4.5906982421875,4.5940093994140625
7906265688,4.530303955078125,4.59429931640625
7906274021,4.543121337890625,4.577239990234375
7906282355,4.5372772216796875,4.5866546630859375
7906290688,4.5708770751953125,4.55780029296875
7906299024,4.58013916015625,4.573333740234375
7906307357,4.5836029052734375,4.5839385986328125
7906315690,4.5553131103515625,4.567352294921875
7906324024,4.556854248046875,4.570587158203125
7906332357,4.5547637939453125,4.55084228515625
7906340690,4.56927490234375,4.558746337890625
7906349023,4.5416412353515625,4.5396881103515625
7906357356,4.5334930419921875,4.539886474609375
7906365690,4.5470123291015625,4.54364013671875
7906374023,4.5637664794921875,4.5252532958984375
7906382357,4.527740478515625,4.534393310546875
7906390690,4.5587158203125,4.50537109375
7906399024,4.50946044921875,4.513824462890625
7906407359,4.5343170166015625,4.519439697265625
7906415692,4.521697998046875,4.5188446044921875
7906424023,4.5000152587890625,4.510528564453125
7906432356,4.51263427734375,4.4983673095703125
7906440690,4.5238800048828125,4.5017852783203125
7906449023,4.5379638671875,4.5011749267578125
7906457356,4.52557373046875,4.4873504638671875
7906465690,4.508697509765625,4.4853057861328125
7906474024,4.4963226318359375,4.4919891357421875
7906482357,4.5271148681640625,4.4916839599609375
7906490690,4.495330810546875,4.485107421875
7906499024,4.5259857177734375,4.47637939453125
7906507356,4.50628662109375,4.48553466796875
7906515690,4.4867095947265625,4.4880523681640625
7906524023,4.488433837890625,4.4706878662109375
7906532356,4.499237060546875,4.470611572265625
7906540690,4.495880126953125,4.4776611328125
7906549024,4.4847564697265625,4.48284912109375
7906557357,4.4552764892578125,4.462432861328125
7906565698,4.4817047119140625,4.46612548828125
7906574032,4.4787750244140625,4.474395751953125
7906582365,4.4385223388671875,4.474334716796875
7906590698,4.4600982666015625,4.4887542724609375
7906599031,4.4825897216796875,4.4854888916015625
7906607366,4.4820098876953125,4.47943115234375
7906615698,4.4502105712890625,4.4714202880859375
7906624031,4.4739532470703125,4.4789276123046875
7906632365,4.4837188720703125,4.4943084716796875
7906640698,4.4687652587890625,4.46783447265625
7906649031,4.45849609375,4.50006103515625
7906657364,4.4665374755859375,4.47698974609375
7906665698,4.4828338623046875,4.4760589599609375
7906674033,4.4743804931640625,4.471771240234375
7906682364,4.46343994140625,4.4879608154296875
7906690702,4.43939208984375,4.494873046875
7906699037,nan,4.47711181640625
7906707368,4.4893951416015625,4.4732513427734375
7906715704,4.49212646484375,4.490966796875
7906724035,4.498748779296875,4.5200347900390625
7906732371,4.518035888671875,4.5060882568359375
7906740702,4.5061187744140625,4.4902496337890625
7906749035,4.503204345703125,4.4937286376953125
7906757371,4.47406005859375,4.4990234375
7906765702,4.48785400390625,4.516326904296875
7906774037,4.490875244140625,4.5043487548828125
7906782369,4.4904022216796875,4.50006103515625
7906790704,4.5138702392578125,4.522918701171875
7906799035,4.4896697998046875,4.5130462646484375
7906807370,4.4682464599609375,4.499176025390625
7906815702,4.47515869140625,4.5229034423828125
7906824038,4.5161285400390625,4.5131683349609375
7906832371,4.5074310302734375,4.53271484375
7906840703,4.5286712646484375,4.5312042236328125
7906849038,4.4838714599609375,4.52716064453125
7906857372,4.4671478271484375,4.54315185546875
7906865703,4.4979095458984375,4.5384521484375
7906874038,4.54730224609375,4.5389862060546875
7906882370,4.5264129638671875,4.550018310546875
7906890705,4.5072021484375,4.546142578125
7906899036,4.5066070556640625,4.55316162109375
7906907372,4.501708984375,4.5618896484375
7906915705,4.54443359375,4.5606689453125
7906924036,4.5147705078125,4.5438079833984375
7906932370,4.5062103271484375,4.554168701171875
7906940705,4.502227783203125,4.55291748046875
7906949038,4.5089569091796875,4.5431976318359375
7906957375,4.493438720703125,4.5514678955078125
7906965708,4.5529022216796875,4.554443359375
7906974039,4.4980316162109375,4.530670166015625
7906982373,4.4701995849609375,4.5359344482421875
7906990708,4.552581787109375,4.537139892578125
7906999041,4.5214996337890625,4.53521728515625
7907007373,4.50225830078125,4.52880859375
7907015708,4.5190277099609375,4.5269012451171875
7907024041,4.4873809814453125,4.500030517578125
7907032375,4.5156097412109375,4.5047607421875
7907040708,4.52044677734375,4.48699951171875
7907049041,4.5137481689453125,4.503387451171875
7907057375,4.5113983154296875,4.5018768310546875
7907065708,4.5291290283203125,4.4797210693359375
7907074041,4.51348876953125,4.4837799072265625
7907082375,4.4835968017578125,4.49383544921875
7907090713,4.4811859130859375,4.465087890625
7907099046,4.4661865234375,4.4724884033203125
7907107380,4.4187469482421875,4.4642486572265625
7907115713,4.4207611083984375,4.44384765625
7907124046,4.4712982177734375,4.45458984375
7907132379,4.450469970703125,4.4468536376953125
7907140713,4.47509765625,4.4609375
7907149046,4.44598388671875,4.457366943359375
7907157379,4.4413909912109375,4.44525146484375
7907165713,4.4424591064453125,4.44781494140625
7907174046,4.4385986328125,4.4359893798828125
7907182379,4.4222412109375,4.443695068359375
7907190713,4.4555816650390625,4.4385986328125
7907199046,4.37274169921875,4.442108154296875
7907207379,4.441131591796875,4.447784423828125
7907215716,4.4826507568359375,4.4324951171875
7907224049,4.40081787109375,4.429168701171875
7907232382,4.400909423828125,4.4345245361328125
7907240716,4.396484375,4.422637939453125
7907249049,4.4179840087890625,4.4326629638671875
7907257382,4.41522216796875,4.4501495361328125
7907265716,4.4140472412109375,4.432586669921875
7907274049,4.3711395263671875,4.4351959228515625
7907282382,4.380859375,4.4341888427734375
7907290716,4.391082763671875,4.4456329345703125
7907299049,4.4140625,4.4353179931640625
7907307382,4.4026947021484375,4.43756103515625
7907315716,4.3888702392578125,4.44580078125
7907324049,4.4167938232421875,4.4494476318359375
7907332382,4.383758544921875,4.4461669921875
7907340716,4.4215850830078125,4.4321136474609375
7907349050,4.3726043701171875,4.4629669189453125
7907357383,4.4096221923828125,4.451171875
7907365717,4.411651611328125,4.4582977294921875
7907374050,4.385772705078125,4.455657958984375
7907382383,4.4005126953125,4.43597412109375
7907390717,4.387298583984375,4.4552764892578125
7907399050,4.3898468017578125,4.4588775634765625
7907407383,4.384124755859375,4.465423583984375
7907415717,4.3822021484375,4.465118408203125
7907424050,4.3906097412109375,4.47467041015625
7907432383,4.3900604248046875,4.4456634521484375
7907440717,4.3988037109375,4.4547576904296875
7907449050,4.4112396240234375,4.4583740234375
7907457383,4.363861083984375,4.4495391845703125
7907465717,4.425567626953125,4.457366943359375
7907474050,4.362945556640625,4.4651947021484375
7907482388,4.3631744384765625,4.45098876953125
7907490722,4.3748321533203125,4.4549713134765625
7907499055,4.4289703369140625,4.45074462890625
7907507388,4.3794403076171875,4.44061279296875
7907515722,4.3895263671875,4.461883544921875
7907524055,4.3613739013671875,4.455535888671875
7907532388,4.354827880859375,4.4434967041015625
7907540722,4.3495635986328125,4.4248504638671875
7907549055,4.3284759521484375,4.43994140625
7907557388,4.3499298095703125,4.4516754150390625
7907565722,4.35748291015625,4.415740966796875
7907574055,4.3406982421875,4.4234466552734375
7907582388,4.3600921630859375,4.434661865234375
7907590722,4.35443115234375,4.4283447265625
7907599055,4.365234375,4.443359375
7907607388,4.3543548583984375,4.4194793701171875
7907615724,4.3984527587890625,4.417327880859375
7907624058,4.399017333984375,4.4291839599609375
7907632391,4.38433837890625,4.4146270751953125
7907640724,4.3270721435546875,4.4396514892578125
7907649058,4.3605499267578125,4.4496307373046875
7907657391,4.3431396484375,4.4307403564453125
7907665724,4.3695831298828125,4.3813018798828125
7907674058,4.3669281005859375,4.50848388671875
7907682391,3.9530792236328125,nan
7907690724,nan,nan
7907699058,nan,nan
7907707391,nan,nan
7907715724,nan,nan
7907724057,nan,nan
7907732391,nan,nan
7907740728,nan,nan
7907749062,nan,nan
7907757395,nan,nan
7907765728,nan,nan
7907774062,nan,nan
7907782395,nan,3.390350341796875
7907790728,nan,nan
7907799061,nan,nan
7907807395,nan,4.1836395263671875
7907815728,nan,4.4693756103515625
7907824061,4.231292724609375,4.4638519287109375
7907832395,4.3924407958984375,4.3926544189453125
7907840728,4.34466552734375,4.456451416015625
7907849062,4.4314422607421875,4.658721923828125
7907857395,4.4793243408203125,4.45306396484375
7907865728,4.44317626953125,4.4381256103515625
7907874064,4.4671173095703125,4.4839019775390625
7907882397,4.375579833984375,4.47540283203125
7907890730,4.3510894775390625,4.4552154541015625
7907899064,4.3412933349609375,4.5226287841796875
7907907397,4.4879150390625,4.55059814453125
7907915730,4.3846893310546875,4.5412139892578125
7907924064,4.3784332275390625,4.5137176513671875
7907932397,4.3952178955078125,4.55963134765625
7907940730,4.3858795166015625,4.5132293701171875
7907949063,4.43218994140625,4.5246124267578125
7907957397,4.397216796875,4.5628662109375
7907965730,4.4089813232421875,4.5208892822265625
7907974063,4.4248504638671875,4.523834228515625
7907982396,4.3966522216796875,4.552947998046875
7907990730,4.394256591796875,4.5448760986328125
7907999064,4.443206787109375,4.5291900634765625
7908007402,4.433929443359375,4.535736083984375
7908015735,4.4453582763671875,4.5247039794921875
7908024068,4.4201507568359375,4.543121337890625
7908032402,4.4503326416015625,4.543243408203125
7908040735,4.4613800048828125,4.539642333984375
7908049069,4.438079833984375,4.529296875
7908057401,4.4459075927734375,4.5491180419921875
7908065735,4.4329681396484375,4.550384521484375
7908074069,4.5111236572265625,4.546844482421875
7908082402,4.4835052490234375,4.5602569580078125
7908090735,nan,4.5454254150390625
7908099068,4.461944580078125,4.5662689208984375
7908107401,4.46466064453125,4.5833587646484375
7908115735,4.459381103515625,4.57501220703125
7908124068,4.467620849609375,4.5694732666015625
7908132405,4.5067596435546875,4.560699462890625
7908140738,4.4889068603515625,4.567596435546875
7908149071,4.500213623046875,4.5633544921875
7908157405,4.4276885986328125,4.5783538818359375
7908165738,4.5091552734375,4.5853729248046875
7908174072,4.5035400390625,4.5709686279296875
7908182404,4.5217742919921875,4.576873779296875
7908190738,4.5104827880859375,4.590118408203125
7908199071,4.484130859375,4.5890045166015625
7908207405,4.5035247802734375,4.5928497314453125
7908215738,4.5142059326171875,4.575347900390625
7908224071,4.479400634765625,4.5759735107421875
7908232404,4.4972076416015625,4.5712738037109375
7908240738,4.4897918701171875,4.598541259765625
7908249071,4.478515625,4.57080078125
7908257405,4.4806365966796875,4.5492401123046875
7908265741,4.47119140625,4.5697174072265625
7908274074,4.452789306640625,4.5381317138671875
7908282410,4.506805419921875,4.55377197265625
7908290741,4.421417236328125,4.5505523681640625
7908299074,4.4298858642578125,4.533233642578125
7908307407,4.3731536865234375,4.537017822265625
7908315743,4.366973876953125,4.501495361328125
7908324076,4.3736114501953125,4.510589599609375
7908332408,4.3535308837890625,4.4833221435546875
7908340743,4.3543243408203125,4.4730377197265625
7908349074,4.4143829345703125,4.4879302978515625
7908357407,4.3271026611328125,4.4767303466796875
7908365741,nan,4.4716796875
7908374076,4.329345703125,4.43682861328125
7908382410,4.3516998291015625,4.439056396484375
7908390743,4.355224609375,4.4454498291015625
7908399079,4.2375946044921875,4.4162750244140625
7908407413,4.32720947265625,4.4121551513671875
7908415746,4.32733154296875,4.4188690185546875
7908424079,4.2674713134765625,4.406524658203125
7908432410,4.3025665283203125,4.392486572265625
7908440745,4.257965087890625,4.3807373046875
7908449079,4.3027801513671875,4.3672332763671875
7908457413,4.2964324951171875,4.3665618896484375
7908465746,4.30621337890625,4.3769378662109375
7908474079,4.2784576416015625,4.354034423828125
7908482412,4.248565673828125,4.3456268310546875
7908490744,4.262298583984375,4.3432159423828125
7908499077,4.2518768310546875,4.3348846435546875
7908507413,4.2104339599609375,4.331634521484375
7908515745,4.21759033203125,4.3386688232421875
